221.0	480.0
223.0	481.0
225.0	482.99999999999994
227.0	485.0
227.99999999999997	486.00000000000006
229.0	487.0
229.99999999999997	488.99999999999994
231.99999999999997	490.0
233.0	491.0
234.0	492.00000000000006
236.0	494.0
237.0	495.0
238.0	496.0
239.0	496.0
241.0	498.0
242.0	499.0
244.0	500.0
247.00000000000003	501.0
248.0	502.0
249.00000000000003	503.0
252.0	504.0
252.99999999999997	504.0
254.0	504.0
257.0	505.0
258.0	505.99999999999994
259.0	505.99999999999994
261.0	505.99999999999994
264.0	505.99999999999994
268.0	508.0
278.0	509.00000000000006
286.0	510.0
291.0	510.0
294.0	510.0
298.0	511.99999999999994
301.0	511.99999999999994
306.0	513.0
311.0	513.0
314.0	514.0
317.0	514.0
320.0	514.0
322.0	515.0
329.0	515.0
334.0	517.0
337.0	517.0
338.0	518.0
340.0	518.0
345.0	519.0
349.0	522.0
353.0	523.0
355.0	523.0
357.0	524.0
362.0	525.0
365.0	525.0
372.0	526.0
376.0	527.0
382.0	528.0
387.0	528.0
392.0	529.0
397.0	529.0
404.0	530.0
408.0	530.0
411.00000000000006	530.0
412.0	530.0
413.99999999999994	530.0
416.0	530.0
420.0	530.0
422.0	530.0
424.0	530.0
426.99999999999994	530.0
430.99999999999994	530.0
437.0	530.0
441.0	530.0
444.00000000000006	530.0
446.0	529.0
449.0	529.0
454.0	527.0
457.0	526.0
461.00000000000006	524.0
463.99999999999994	522.0
467.0	521.0
471.0	520.0
476.0	518.0
478.0	516.0
480.0	515.0
484.99999999999994	513.0
490.00000000000006	511.0
496.0	510.0
501.0	509.00000000000006
505.0	505.99999999999994
505.99999999999994	505.99999999999994
507.0	505.0
509.0	504.0
512.0	501.0
513.0	500.0
516.0	498.0
518.0	496.0
520.0	495.0
521.0	494.0
522.0	492.00000000000006
524.0	490.0
525.0	488.0
527.0	486.00000000000006
530.0	482.99999999999994
532.0	479.0
533.0	477.0
536.0	474.0
538.0	470.0
540.0	468.0
542.0	465.99999999999994
543.0	463.00000000000006
545.0	459.99999999999994
547.0	457.0
548.0	455.0
551.0	450.0
554.0	444.0
556.0	442.0
557.0	440.00000000000006
560.0	434.00000000000006
561.0	430.99999999999994
562.0	426.0
565.0	421.0
567.0	416.0
570.0	411.00000000000006
571.0	407.0
572.0	403.0
573.0	399.0
573.0	397.0
575.0	395.0
575.0	393.0
576.0	390.0
576.0	386.0
577.0	381.0
