0.00	0.00	0.00	390.00	295.00	0
0.00	0.00	0.00	396.00	295.00	0
0.00	0.00	0.00	402.00	295.00	0
0.00	0.00	0.00	408.00	295.00	0
0.00	0.00	0.00	414.00	295.00	0
0.00	0.00	0.00	420.00	295.00	0
0.00	0.00	0.00	426.00	295.00	0
0.00	0.00	0.00	432.00	295.00	0
0.00	0.00	0.00	438.00	295.00	0
0.00	0.00	0.00	444.00	295.00	0
0.00	0.00	0.00	450.00	295.00	0
0.00	0.00	0.00	456.00	295.00	0
0.00	0.00	0.00	462.00	295.00	0
0.00	0.00	0.00	468.00	295.00	0
0.00	0.00	0.00	474.00	295.00	0
0.00	0.00	0.00	480.00	295.00	0
0.00	0.00	0.00	486.00	295.00	0
0.00	0.00	0.00	492.00	295.00	0
0.00	0.00	0.00	498.00	295.00	0
0.00	0.00	0.00	504.00	295.00	0
0.00	0.00	0.00	510.00	295.00	0
0.00	0.00	0.00	516.00	295.00	0
0.00	0.00	0.00	522.00	295.00	0
0.00	0.00	0.00	528.00	295.00	0
0.00	0.00	0.00	534.00	295.00	0
0.00	0.00	0.00	540.00	295.00	0
0.00	0.00	0.00	546.00	295.00	0
0.00	0.00	0.00	552.00	295.00	0
0.00	0.00	0.00	558.00	295.00	0
0.00	0.00	0.00	564.00	295.00	0
0.00	0.00	0.00	570.00	295.00	0
0.00	0.00	0.00	576.00	295.00	0
0.00	0.00	0.00	582.00	295.00	0
0.00	0.00	0.00	588.00	295.00	0
0.00	0.00	0.00	594.00	295.00	0
0.00	0.00	0.00	600.00	295.00	0
0.00	0.00	0.00	606.00	295.00	0
0.00	0.00	0.00	612.00	295.00	0
0.00	0.00	0.00	618.00	295.00	0
0.00	0.00	0.00	624.00	295.00	0
0.00	0.00	0.00	630.00	295.00	0
0.00	0.00	0.00	636.00	295.00	0
0.00	0.00	0.00	642.00	295.00	0
0.00	0.00	0.00	648.00	295.00	0
0.00	0.00	0.00	654.00	295.00	0
0.00	0.00	0.00	660.00	295.00	0
0.00	0.00	0.00	666.00	295.00	0
0.00	0.00	0.00	672.00	295.00	0
0.00	0.00	0.00	678.00	295.00	0
0.00	0.00	0.00	684.00	295.00	0
0.00	0.00	0.00	690.00	295.00	0
0.00	0.00	0.00	696.00	295.00	0
0.00	0.00	0.00	702.00	295.00	0
0.00	0.00	0.00	708.00	295.00	0
0.00	0.00	0.00	714.00	295.00	0
0.00	0.00	0.00	720.00	295.00	0
0.00	0.00	0.00	726.00	295.00	0
0.00	0.00	0.00	732.00	295.00	0
0.00	0.00	0.00	738.00	295.00	0
0.00	0.00	0.00	744.00	295.00	0
0.00	0.00	0.00	750.00	295.00	0
0.00	0.00	0.00	756.00	295.00	0
1.00	0.00	0.00	762.00	295.00	0
1.00	1.00	1.00	768.00	295.00	0
1.00	1.00	1.00	774.00	295.00	0
1.00	1.00	1.00	780.00	295.00	0
1.00	1.00	1.00	786.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	0
1.00	1.00	1.00	790.00	295.00	1
1.00	1.00	1.00	790.00	295.00	1
1.00	1.00	1.00	790.00	297.05	1
1.00	1.00	1.00	790.00	300.91	0
1.00	1.00	1.00	790.00	306.10	0
1.00	1.00	1.00	790.00	311.30	0
1.00	1.00	1.00	790.00	316.50	0
1.00	1.00	1.00	790.00	321.69	0
1.00	1.00	1.00	790.00	326.89	0
1.00	1.00	1.00	790.00	332.09	0
1.00	1.00	1.00	790.00	337.28	0
1.00	1.00	1.00	790.00	342.48	1
1.00	0.00	1.00	790.00	347.67	1
0.00	0.00	1.00	790.00	353.58	1
0.00	0.00	0.00	788.96	359.49	0
0.00	0.00	0.00	785.96	364.69	0
0.00	0.00	0.00	782.96	369.88	0
0.00	0.00	0.00	779.96	375.08	0
0.00	0.00	0.00	776.96	380.28	0
0.00	0.00	0.00	773.96	385.47	2
0.00	0.00	0.00	770.96	390.67	2
0.00	0.00	0.00	769.92	396.58	2
0.00	0.00	1.00	770.96	402.49	2
1.00	0.00	1.00	773.96	407.68	2
1.00	1.00	1.00	778.55	411.54	0
1.00	1.00	1.00	784.19	413.59	0
1.00	1.00	1.00	789.83	415.64	0
1.00	1.00	1.00	790.00	417.70	0
1.00	1.00	1.00	790.00	419.75	2
1.00	1.00	1.00	790.00	421.80	2
1.00	1.00	1.00	790.00	421.80	2
1.00	1.00	1.00	790.00	419.75	0
1.00	1.00	1.00	790.00	415.89	0
1.00	1.00	1.00	790.00	412.03	0
1.00	1.00	1.00	790.00	408.18	1
1.00	1.00	1.00	790.00	404.32	1
1.00	1.00	1.00	790.00	402.27	1
1.00	1.00	1.00	790.00	402.27	1
1.00	1.00	1.00	790.00	404.32	1
1.00	1.00	1.00	790.00	408.18	0
1.00	1.00	1.00	790.00	413.37	0
1.00	1.00	1.00	790.00	418.57	0
1.00	1.00	1.00	790.00	423.77	0
1.00	1.00	1.00	790.00	428.96	0
1.00	1.00	1.00	790.00	434.16	0
1.00	1.00	1.00	790.00	439.35	2
1.00	1.00	1.00	790.00	444.55	2
1.00	1.00	1.00	790.00	448.41	2
1.00	1.00	1.00	790.00	450.46	2
1.00	1.00	1.00	790.00	450.46	0
1.00	1.00	1.00	790.00	448.41	0
1.00	1.00	1.00	790.00	446.36	0
1.00	1.00	1.00	790.00	444.30	0
1.00	1.00	1.00	790.00	442.25	0
1.00	1.00	1.00	790.00	440.20	0
1.00	1.00	1.00	790.00	438.15	2
1.00	1.00	1.00	790.00	436.09	0
1.00	1.00	1.00	790.00	432.24	0
1.00	1.00	1.00	790.00	428.38	0
1.00	1.00	1.00	790.00	424.52	0
1.00	1.00	1.00	790.00	420.67	0
1.00	1.00	1.00	790.00	416.81	0
1.00	1.00	1.00	790.00	412.95	0
1.00	1.00	1.00	790.00	409.10	0
1.00	1.00	1.00	790.00	405.24	0
1.00	1.00	1.00	790.00	401.38	0
1.00	1.00	1.00	790.00	397.53	0
1.00	1.00	1.00	790.00	393.67	0
1.00	1.00	1.00	790.00	389.81	2
1.00	1.00	1.00	790.00	385.96	2
1.00	1.00	0.00	790.00	380.76	2
0.00	1.00	0.00	790.00	374.85	2
0.00	0.00	0.00	788.96	368.94	0
0.00	0.00	0.00	785.96	363.75	0
0.00	0.00	0.00	782.96	358.55	1
0.00	1.00	0.00	779.96	353.36	1
0.00	1.00	0.00	778.92	347.45	1
1.00	1.00	0.00	779.96	341.54	1
1.00	1.00	1.00	782.96	336.34	1
1.00	1.00	1.00	787.55	332.48	1
1.00	1.00	1.00	790.00	330.43	1
1.00	1.00	1.00	790.00	330.43	2
1.00	1.00	1.00	790.00	332.48	2
1.00	1.00	1.00	790.00	332.48	2
1.00	1.00	1.00	790.00	330.43	2
1.00	1.00	1.00	790.00	326.58	0
1.00	1.00	1.00	790.00	321.38	0
1.00	1.00	1.00	790.00	316.18	1
1.00	1.00	1.00	790.00	310.99	1
